config;instance;run;solutionCosts;integerSolutionCosts;optimal;feasible;total running time;total setup costs;number of too late jobs;number of batches;solve_time;total_time;normalized_objective_bound;int_objective_bound;normalization_const_int_to_float_obj;solution_method;instance_number;objective
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/62_oven_scheduling.minizinc_instance_1212-10.34.37.dzn ../../instancesUC1withLB/mzn/warmstart/62_warm_start_62RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.976135939;228152253;1;1;2814.0;741.0;100.0;49.0;12.4834;22.21014;4.28e-07;100.0;233730000.0;singleobj-mzn-gurobiWS-LB-noUB;62;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/62_oven_scheduling.cpoptimizer_instance_1212-10.34.37.dat;1;4.28e-07;100;1;1;3713.0;1017.0;100.0;63.0;0.31;2.45;4.28e-07;100.0;233730000.0;singleobj-opl-reprjob-LB-noUB;62;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/62_warm_start_62RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;4.28e-07;100;1;1;3006.0;773.0;100.0;49.0;0.07;2.17;4.28e-07;100.0;233730000.0;singleobj-opl-reprjob-LB-WS-noUB;62;tardiness
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/63_oven_scheduling.minizinc_instance_1212-10.34.39.dzn;1;0.933064743;164886536;1;1;1214.0;160.0;97.0;15.0;143.4049;152.56028;8.49e-08;15.0;176715000.0;singleobj-mzn-gurobi-LB-noUB;63;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/63_oven_scheduling.minizinc_instance_1212-10.34.39.dzn ../../instancesUC1withLB/mzn/warmstart/63_warm_start_63RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.962050409;170008738;1;1;1257.0;182.0;100.0;15.0;15.5451;24.57914;8.49e-08;15.0;176715000.0;singleobj-mzn-gurobiWS-LB-noUB;63;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/63_oven_scheduling.cpoptimizer_instance_1212-10.34.39.dat;1;8.49e-08;15;-1;1;1298.0;122.0;99.0;15.0;3597.73;3600.0;1.7e-08;3.0;176715000.0;singleobj-opl-reprjob-LB-noUB;63;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/63_warm_start_63RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;8.49e-08;15;-1;1;1300.0;142.0;100.0;15.0;3597.59;3600.0;1.7e-08;3.0;176715000.0;singleobj-opl-reprjob-LB-WS-noUB;63;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-ovenruntime-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/63_oven_scheduling.minizinc_instance_1212-10.34.39.dzn;1;0.934899278;165210726;-1;1;1294.0;402.0;97.0;36.0;3610.5329;3619.72174;3.07e-06;543.0;176715000.0;singleobj-mzn-gurobi-LB-noUB;63;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/63_oven_scheduling.minizinc_instance_1212-10.34.39.dzn ../../instancesUC1withLB/mzn/warmstart/63_warm_start_63RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.931525156;164614468;-1;1;952.0;212.0;97.0;19.0;3612.555;3621.61506;3.07e-06;543.0;176715000.0;singleobj-mzn-gurobiWS-LB-noUB;63;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/63_oven_scheduling.cpoptimizer_instance_1212-10.34.39.dat;1;5.96e-06;1053;-1;1;1053.0;174.0;100.0;16.0;3597.67;3600.0;3.07e-06;543.0;176715000.0;singleobj-opl-reprjob-LB-noUB;63;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/63_warm_start_63RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;5.99e-06;1059;-1;1;1059.0;172.0;99.0;16.0;3597.63;3600.0;3.07e-06;543.0;176715000.0;singleobj-opl-reprjob-LB-WS-noUB;63;ovenruntime
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-setupcosts-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/63_oven_scheduling.minizinc_instance_1212-10.34.39.dzn;1;0.932804618;164840568;1;1;2582.0;120.0;96.0;45.0;666.4693;675.8732;6.79e-07;120.0;176715000.0;singleobj-mzn-gurobi-LB-noUB;63;setupcosts
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-setupcosts-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/63_oven_scheduling.minizinc_instance_1212-10.34.39.dzn ../../instancesUC1withLB/mzn/warmstart/63_warm_start_63RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.947079942;167363232;1;1;1893.0;120.0;98.0;21.0;551.0201;560.39721;6.79e-07;120.0;176715000.0;singleobj-mzn-gurobiWS-LB-noUB;63;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/63_oven_scheduling.cpoptimizer_instance_1212-10.34.39.dat;1;6.79e-07;120;1;1;1395.0;120.0;100.0;19.0;1310.08;1312.33;6.79e-07;120.0;176715000.0;singleobj-opl-reprjob-LB-noUB;63;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/63_warm_start_63RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;6.79e-07;120;1;1;1482.0;120.0;98.0;22.0;73.29;75.63;6.79e-07;120.0;176715000.0;singleobj-opl-reprjob-LB-WS-noUB;63;setupcosts
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-tardiness-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/63_oven_scheduling.minizinc_instance_1212-10.34.39.dzn;1;0.861473016;152235204;-1;1;5401.0;948.0;86.0;83.0;3610.333;3619.95976;2.77e-07;49.0;176715000.0;singleobj-mzn-gurobi-LB-noUB;63;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/63_oven_scheduling.minizinc_instance_1212-10.34.39.dzn ../../instancesUC1withLB/mzn/warmstart/63_warm_start_63RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.833948052;147371130;-1;1;1890.0;342.0;86.0;35.0;3610.6921;3619.80407;2.77e-07;49.0;176715000.0;singleobj-mzn-gurobiWS-LB-noUB;63;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/63_oven_scheduling.cpoptimizer_instance_1212-10.34.39.dat;1;4.92e-07;87;-1;1;3881.0;668.0;87.0;68.0;3597.72;3600.0;1.13e-08;2.0;176715000.0;singleobj-opl-reprjob-LB-noUB;63;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/63_warm_start_63RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;4.87e-07;86;-1;1;4261.0;656.0;86.0;78.0;3597.79;3600.0;1.13e-08;2.0;176715000.0;singleobj-opl-reprjob-LB-WS-noUB;63;tardiness
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/64_oven_scheduling.minizinc_instance_1212-10.34.41.dzn;1;0.972324675;5390568;1;1;2262.0;460.0;100.0;32.0;146.3063;155.45875;5.77e-06;32.0;5544000.0;singleobj-mzn-gurobi-LB-noUB;64;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/64_oven_scheduling.minizinc_instance_1212-10.34.41.dzn ../../instancesUC1withLB/mzn/warmstart/64_warm_start_64RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.971015873;5383312;1;1;2108.0;440.0;100.0;32.0;61.6949;70.68457;5.77e-06;32.0;5544000.0;singleobj-mzn-gurobiWS-LB-noUB;64;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/64_oven_scheduling.cpoptimizer_instance_1212-10.34.41.dat;1;5.77e-06;32;-1;1;2278.0;362.0;100.0;32.0;3597.75;3600.0;7.22e-07;4.0;5544000.0;singleobj-opl-reprjob-LB-noUB;64;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/64_warm_start_64RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;5.77e-06;32;-1;1;2294.0;362.0;100.0;32.0;3597.69;3600.0;7.22e-07;4.0;5544000.0;singleobj-opl-reprjob-LB-WS-noUB;64;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-ovenruntime-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/64_oven_scheduling.minizinc_instance_1212-10.34.41.dzn;1;-1.0;-1;-1;-1;;;;;3600.6156;;;;;singleobj-mzn-gurobi-LB-noUB;64;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/64_oven_scheduling.minizinc_instance_1212-10.34.41.dzn ../../instancesUC1withLB/mzn/warmstart/64_warm_start_64RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.969857864;5376892;-1;1;1829.0;684.0;100.0;45.0;3611.7517;3620.82593;0.000179293;994.0;5544000.0;singleobj-mzn-gurobiWS-LB-noUB;64;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/64_oven_scheduling.cpoptimizer_instance_1212-10.34.41.dat;1;0.000324675;1800;-1;1;1800.0;520.0;100.0;32.0;3597.86;3600.0;0.000179293;994.0;5544000.0;singleobj-opl-reprjob-LB-noUB;64;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/64_warm_start_64RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;0.000332071;1841;-1;1;1841.0;420.0;100.0;34.0;3597.61;3600.0;0.000179293;994.0;5544000.0;singleobj-opl-reprjob-LB-WS-noUB;64;ovenruntime
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-setupcosts-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/64_oven_scheduling.minizinc_instance_1212-10.34.41.dzn;1;0.976480519;5413608;1;1;2850.0;342.0;100.0;32.0;1147.883;1157.32831;6.17e-05;342.0;5544000.0;singleobj-mzn-gurobi-LB-noUB;64;setupcosts
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-setupcosts-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/64_oven_scheduling.minizinc_instance_1212-10.34.41.dzn ../../instancesUC1withLB/mzn/warmstart/64_warm_start_64RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.97463925;5403400;1;1;2618.0;342.0;100.0;32.0;1913.8272;1922.91681;6.17e-05;342.0;5544000.0;singleobj-mzn-gurobiWS-LB-noUB;64;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/64_oven_scheduling.cpoptimizer_instance_1212-10.34.41.dat;1;6.4e-05;355;-1;1;2188.0;355.0;100.0;33.0;3597.86;3600.0;6.17e-05;342.0;5544000.0;singleobj-opl-reprjob-LB-noUB;64;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/64_warm_start_64RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;6.64e-05;368;-1;1;2089.0;368.0;100.0;34.0;3597.8;3600.02;6.17e-05;342.0;5544000.0;singleobj-opl-reprjob-LB-WS-noUB;64;setupcosts
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-tardiness-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/64_oven_scheduling.minizinc_instance_1212-10.34.41.dzn;1;0.976234488;5412244;1;1;2543.0;848.0;100.0;61.0;2554.5487;2563.7309;1.8e-05;100.0;5544000.0;singleobj-mzn-gurobi-LB-noUB;64;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/64_oven_scheduling.minizinc_instance_1212-10.34.41.dzn ../../instancesUC1withLB/mzn/warmstart/64_warm_start_64RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.97865368;5425656;1;1;3012.0;547.0;100.0;41.0;11.8749;21.31481;1.8e-05;100.0;5544000.0;singleobj-mzn-gurobiWS-LB-noUB;64;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/64_oven_scheduling.cpoptimizer_instance_1212-10.34.41.dat;1;1.8e-05;100;1;1;4800.0;1375.0;100.0;100.0;7.32;9.62;1.8e-05;100.0;5544000.0;singleobj-opl-reprjob-LB-noUB;64;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/64_warm_start_64RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;1.8e-05;100;1;1;2666.0;681.0;100.0;41.0;0.15;2.28;1.8e-05;100.0;5544000.0;singleobj-opl-reprjob-LB-WS-noUB;64;tardiness
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn;1;0.946231616;268733564;1;1;3519.0;1156.0;96.0;59.0;318.2348;328.2842;2.08e-07;59.0;284004000.0;singleobj-mzn-gurobi-LB-noUB;65;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn ../../instancesUC1withLB/mzn/warmstart/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.975102203;276932926;1;1;4808.0;1106.0;98.0;59.0;203.624;212.63788;2.08e-07;59.0;284004000.0;singleobj-mzn-gurobiWS-LB-noUB;65;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/65_oven_scheduling.cpoptimizer_instance_3012-13.23.24.dat;1;2.08e-07;59;-1;1;3492.0;952.0;96.0;59.0;3597.72;3600.0;2.82e-08;8.0;284004000.0;singleobj-opl-reprjob-LB-noUB;65;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;2.11e-07;60;-1;1;3552.0;1026.0;98.0;60.0;3597.58;3600.0;2.82e-08;8.0;284004000.0;singleobj-opl-reprjob-LB-WS-noUB;65;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-ovenruntime-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn;1;0.932804665;264920256;-1;1;3019.0;1152.0;95.0;64.0;3612.6241;3622.44504;9.98e-06;2835.0;284004000.0;singleobj-mzn-gurobi-LB-noUB;65;ovenruntime
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-ovenruntime-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn ../../instancesUC1withLB/mzn/warmstart/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.951116618;270120924;-1;1;3004.0;996.0;97.0;61.0;3610.2215;3619.53751;9.98e-06;2835.0;284004000.0;singleobj-mzn-gurobiWS-LB-noUB;65;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/65_oven_scheduling.cpoptimizer_instance_3012-13.23.24.dat;1;1.14e-05;3228;-1;1;3228.0;1012.0;98.0;61.0;3597.66;3600.0;9.98e-06;2835.0;284004000.0;singleobj-opl-reprjob-LB-noUB;65;ovenruntime
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-ovenruntime.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;1.11e-05;3160;-1;1;3160.0;1138.0;90.0;61.0;3597.65;3600.0;9.98e-06;2835.0;284004000.0;singleobj-opl-reprjob-LB-WS-noUB;65;ovenruntime
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-setupcosts-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn;1;0.942551344;267688352;-1;1;4436.0;832.0;95.0;59.0;3613.4735;3623.31756;2.83e-06;804.0;284004000.0;singleobj-mzn-gurobi-LB-noUB;65;setupcosts
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-setupcosts-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn ../../instancesUC1withLB/mzn/warmstart/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.97390379;276592572;1;1;4808.0;804.0;98.0;59.0;1067.7686;1077.38133;2.83e-06;804.0;284004000.0;singleobj-mzn-gurobiWS-LB-noUB;65;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/65_oven_scheduling.cpoptimizer_instance_3012-13.23.24.dat;1;2.89e-06;822;-1;1;3675.0;822.0;97.0;60.0;3597.71;3600.0;2.83e-06;804.0;284004000.0;singleobj-opl-reprjob-LB-noUB;65;setupcosts
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-setupcosts.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;2.92e-06;830;-1;1;3470.0;830.0;91.0;61.0;3597.72;3600.0;2.83e-06;804.0;284004000.0;singleobj-opl-reprjob-LB-WS-noUB;65;setupcosts
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-tardiness-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn;1;0.777102203;220700134;-1;1;4808.0;1610.0;77.0;93.0;3610.3789;3619.99056;1.73e-07;49.0;284004000.0;singleobj-mzn-gurobi-LB-noUB;65;tardiness
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-tardiness-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/65_oven_scheduling.minizinc_instance_3012-13.23.25.dzn ../../instancesUC1withLB/mzn/warmstart/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dzn;1;0.758356171;215376186;-1;1;4808.0;1686.0;75.0;93.0;3611.8165;3620.92553;1.73e-07;49.0;284004000.0;singleobj-mzn-gurobiWS-LB-noUB;65;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/65_oven_scheduling.cpoptimizer_instance_3012-13.23.24.dat;1;2.39e-07;68;-1;1;3937.0;1194.0;68.0;78.0;3597.67;3600.0;1.76e-08;5.0;284004000.0;singleobj-opl-reprjob-LB-noUB;65;tardiness
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-tardiness.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/65_warm_start_65RandomOvenSchedulingInstance-n100-k2-a2-WithInitialStates.dat;1;2.32e-07;66;-1;1;3906.0;1278.0;66.0;80.0;3597.61;3600.0;1.76e-08;5.0;284004000.0;singleobj-opl-reprjob-LB-WS-noUB;65;tardiness
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-batchcount-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/66_oven_scheduling.minizinc_instance_3012-13.23.26.dzn;1;-1.0;-1;-1;-1;;;;;3601.4183;;;;;singleobj-mzn-gurobi-LB-noUB;66;batchcount
~/minizinc-executables/mzn-gurobi.sh $file ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-warmstart-noUB-batchcount-objective.mzn $1 -d $2 --time-limit 3600000 -v;../../instancesUC1withLB/mzn/66_oven_scheduling.minizinc_instance_3012-13.23.26.dzn ../../instancesUC1withLB/mzn/warmstart/66_warm_start_66RandomOvenSchedulingInstance-n100-k2-a5-WithInitialStates.dzn;1;0.988380952;62268;-1;1;468.0;66.0;100.0;66.0;3610.6667;3620.7731;0.000904762;57.0;63000.0;singleobj-mzn-gurobiWS-LB-noUB;66;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/66_oven_scheduling.cpoptimizer_instance_3012-13.23.26.dat;1;0.001047619;66;-1;1;416.0;66.0;100.0;66.0;3597.86;3600.11;0.000634921;40.0;63000.0;singleobj-opl-reprjob-LB-noUB;66;batchcount
~/opl-executable/opl.sh ~/oven-scheduling-problem/solution-methods/cp-optimizer-models/withLB/interval-repr-jobs-warmstart-noUB-batchcount.mod $file;../../instancesUC1withLB/opl/warmstartDataOplDec24/66_warm_start_66RandomOvenSchedulingInstance-n100-k2-a5-WithInitialStates.dat;1;0.001047619;66;-1;1;422.0;66.0;100.0;66.0;3597.98;3600.1;0.000603175;38.0;63000.0;singleobj-opl-reprjob-LB-WS-noUB;66;batchcount
~/minizinc-executables/mzn-gurobi.sh ~/oven-scheduling-problem/solution-methods/minizinc-models/withLowerBounds/direct-batch-pos-ovenruntime-objective.mzn $file --time-limit 3600000 -v;../../instancesUC1withLB/mzn/66_oven_scheduling.minizinc_instance_3012-13.23.26.dzn;1;-1.0;-1;-1;-1;;;;;3606.4119;;;;;singleobj-mzn-gurobi-LB-noUB;66;ovenruntime
